rank;finalWorth;personName;age;country;city;source;industries;countryOfCitizenship;organization;selfMade;gender;lastName;firstName;title;birthYear;birthMonth;cpi_country;gdp_country_trillions;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
2259;1200;Keshub Mahindra;99;India;Mumbai;Diversified;Diversified;India;;FALSE;M;Mahindra;Keshub;;1923;10;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2259;1200;Mao Zhongwu;60;China;Changsha;Manufacturing;Manufacturing;China;;TRUE;M;Mao;Zhongwu;;1962;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Jorge Mas;60;United States;Miami;Construction;Construction & Engineering;United States;;FALSE;M;Mas;Jorge;;1963;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Lorinc Meszaros;57;Hungary;Felcsút;Diversified;Diversified;Hungary;;TRUE;M;Meszaros;Lorinc;;1966;2;121,64;.160967158Trillions;48,5;100,8;75,8;23;37,9;9769949;47,162494;19,503304
2259;1200;Jeffrey Michael & family;66;United States;Minnetonka;Data management;Technology;United States;;TRUE;M;Michael;Jeffrey;;1956;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Alan Miller & family;85;United States;Lower Merion;Healthcare services;Healthcare;United States;;TRUE;M;Miller;Alan;;1937;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Ulrich Mommert & family;82;;;Lighting;Automotive;Austria;;TRUE;M;Mommert;Ulrich;;1941;1;;;;;;;;;;
2259;1200;Neide Helena de Moraes;68;Brazil;Sao Paulo;Diversified;Diversified;Brazil;;FALSE;F;Moraes;Neide Helena de;;1955;2;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
2259;1200;Scott Nuttall;50;United States;New York;Private equity;Finance & Investments;United States;;TRUE;M;Nuttall;Scott;;1972;11;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Kailashchandra Nuwal;65;;;Industrial explosives;Manufacturing;India;;FALSE;M;Nuwal;Kailashchandra;;1957;7;;;;;;;;;;
2259;1200;Axel Oberwelland & family;56;Germany;Berlin;Candy;Food & Beverage;Germany;;FALSE;M;Oberwelland;Axel;;1967;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2259;1200;Jonathan Oringer;48;United States;Miami Beach;Stock photos;Technology;United States;;TRUE;M;Oringer;Jonathan;;1974;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Vitaly Orlov;58;Russia;Murmansk;Fisheries;Food & Beverage;Russia;;TRUE;M;Orlov;Vitaly;;1965;1;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
2259;1200;Jose Isaac Peres & family;82;Brazil;Rio de Janeiro;Shopping malls;Real Estate;Brazil;;TRUE;M;Peres;Jose Isaac;;1940;7;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
2259;1200;Markus Persson;43;Sweden;Stockholm;Computer games;Media & Entertainment;Sweden;;TRUE;M;Persson;Markus;;1979;6;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
2259;1200;Mark Pincus;57;United States;San Francisco;Online games;Technology;United States;Zynga Inc;TRUE;M;Pincus;Mark;Chairman;1966;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Murdaya Poo;82;Indonesia;Jakarta;Diversified;Diversified;Indonesia;;FALSE;M;Poo;Murdaya;;1941;1;151,18;1.119190781Trillions;36,3;106,4;71,5;10,2;30,1;270203917;-0,789275;113,921327
2259;1200;Forrest Preston;90;United States;Cleveland;Health care;Healthcare;United States;;TRUE;M;Preston;Forrest;;1933;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Qian Ying;57;China;Nanyang;Pig breeding;Food & Beverage;China;;TRUE;F;Qian;Ying;;1966;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Jimmy Rane;76;United States;Abbeville;Lumber;Manufacturing;United States;;TRUE;M;Rane;Jimmy;;1946;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Andrei Rappoport;59;Switzerland;Lugano;Investments;Finance & Investments;Russia;;TRUE;M;Rappoport;Andrei;;1963;6;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
2259;1200;Hugo Ribeiro & family;;Brazil;Rondonopolis;Agribusiness;Food & Beverage;Brazil;;FALSE;M;Ribeiro;Hugo;Entrepreneur;;;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
2259;1200;Bennett Rosenthal;59;United States;Los Angeles;Finance;Finance & Investments;United States;;TRUE;M;Rosenthal;Bennett;;1963;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Atul Ruia;52;India;Mumbai;Real estate;Real Estate;India;;FALSE;M;Ruia;Atul;;1971;2;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2259;1200;Thomas Sandell;62;United Kingdom;London;Hedge funds;Finance & Investments;Sweden;Sandell Asset Management;TRUE;M;Sandell;Thomas;Founder;1961;2;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2259;1200;Francesco Saputo;;Canada;Montreal;Cheese;Food & Beverage;Canada;;FALSE;M;Saputo;Francesco;;;;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
2259;1200;Dhruv Sawhney;78;United Arab Emirates;Dubai;Engineering, sugar;Construction & Engineering;India;;FALSE;M;Sawhney;Dhruv;;1944;6;114,52;.421142268Trillions;36,8;108,4;77,8;0,1;15,9;9770529;23,424076;53,847818
2259;1200;Gerald Schwartz;81;Canada;Toronto;Finance;Finance & Investments;Canada;;TRUE;M;Schwartz;Gerald;;1941;11;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
2259;1200;Antonio Luiz Seabra;80;United Kingdom;London;Cosmetics;Fashion & Retail;Brazil;;TRUE;M;Seabra;Antonio Luiz;;1943;1;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2259;1200;Eric Ya Shen;52;China;Guangzhou;Online apparel retail;Technology;China;;TRUE;M;Shen;Eric Ya;;1971;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Sytse 'Sid' Sijbrandij;43;United States;San Francisco;Software;Technology;Netherlands;;TRUE;M;Sijbrandij;Sytse 'Sid';;1979;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Alexander Sixt;43;Germany;Munich;Car rentals;Automotive;Germany;;FALSE;M;Sixt;Alexander;;1979;10;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2259;1200;Konstantin Sixt;40;Germany;Munich;Car rentals;Automotive;Germany;;FALSE;M;Sixt;Konstantin;;1982;12;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2259;1200;Edwin Soeryadjaya;73;Indonesia;Jakarta;Coal, investments;Energy;Indonesia;;FALSE;M;Soeryadjaya;Edwin;;1949;7;151,18;1.119190781Trillions;36,3;106,4;71,5;10,2;30,1;270203917;-0,789275;113,921327
2259;1200;Abhay Soi;49;India;Mumbai;Healthcare;Healthcare;India;;TRUE;M;Soi;Abhay;;1973;8;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2259;1200;Mike Speiser;52;United Kingdom;London;Software;Technology;United States;Sutter Hill Ventures;TRUE;M;Speiser;Mike;Managing Director;1971;1;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2259;1200;Marco Squinzi;51;Italy;Milan;Chemical products;Construction & Engineering;Italy;;FALSE;M;Squinzi;Marco;;1971;9;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2259;1200;Veronica Squinzi;51;Italy;Milan;Chemical products;Construction & Engineering;Italy;;FALSE;F;Squinzi;Veronica;;1972;1;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2259;1200;Michael Steinhardt;82;United States;Mount Kisco;Hedge funds;Finance & Investments;United States;;TRUE;M;Steinhardt;Michael;;1940;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Ion Stoica;58;United States;Berkeley;Data analytics;Technology;Romania;;TRUE;M;Stoica;Ion;;1965;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Eddy Sugianto;77;Indonesia;Jakarta;Coal;Metals & Mining;Indonesia;;TRUE;M;Sugianto;Eddy;;1946;2;151,18;1.119190781Trillions;36,3;106,4;71,5;10,2;30,1;270203917;-0,789275;113,921327
2259;1200;Luc Tack;61;Belgium;Deinze;Textile, chemicals;Manufacturing;Belgium;;TRUE;M;Tack;Luc;;1961;9;117,11;.529606710Trillions;79,7;103,9;81,6;24;55,4;11484055;50,503887;4,469936
2259;1200;Tony Tan Caktiong;70;Philippines;Manila;Food;Food & Beverage;Philippines;;TRUE;M;Tan Caktiong;Tony;;1953;1;129,61;.376795509Trillions;35,5;107,5;71,1;14;43,1;108116615;12,879721;121,774017
2259;1200;Xiuguo Tang;59;China;Changsha;Manufacturing;Manufacturing;China;;TRUE;M;Tang;Xiuguo;;1963;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Sam Tarascio;78;Australia;Melbourne;Real estate;Real Estate;Australia;;TRUE;M;Tarascio;Sam;;1944;7;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
2259;1200;Lina Tombolato;75;Italy;Tombolo;Financial services;Finance & Investments;Italy;;FALSE;F;Tombolato;Lina;;1947;7;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2259;1200;Ching Bor Tung;60;China;Dongguan;Manufacturing;Manufacturing;China;;TRUE;M;Tung;Ching Bor;;1963;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Joop van den Ende;81;Netherlands;Baarn;TV shows;Media & Entertainment;Netherlands;;TRUE;M;van den Ende;Joop;;1942;2;115,91;.909070395Trillions;85;104,2;81,8;23;41,2;17332850;52,132633;5,291266
2259;1200;Ruben Vardanyan & family;54;Armenia;Erevan;Investment banking;Finance & Investments;Armenia;;TRUE;M;Vardanyan;Ruben;;1968;5;129,18;.013672802Trillions;54,6;92,7;74,9;20,9;22,6;2957731;40,069099;45,038189
2259;1200;Sandro Veronesi & family;63;Italy;Milan;Fashion;Fashion & Retail;Italy;;TRUE;M;Veronesi;Sandro;;1959;10;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2259;1200;Thongma Vijitpongpun;65;Thailand;Bangkok;Real estate;Real Estate;Thailand;;TRUE;M;Vijitpongpun;Thongma;;1957;7;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
2259;1200;Thomas von Koch;57;Hong Kong;Hong Kong;Asset management;Finance & Investments;Sweden;;TRUE;M;von Koch;Thomas;;1966;3;;;;;;;;;;
2259;1200;Wang Fuji;;China;Zhangzhou;Pharmaceuticals;Healthcare;China;;TRUE;M;Wang;Fuji;;;;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Wang Shih-Chung;61;Taiwan;Taipei;Pneumatic equipments;Manufacturing;Taiwan;;TRUE;M;Wang;Shih-Chung;;1962;1;;;;;;;;;;
2259;1200;Wang Xiaoshen;54;China;Urumchi;Lithium;Manufacturing;China;;TRUE;M;Wang;Xiaoshen;;1968;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;J. Wayne Weaver;87;United States;Jacksonville;Shoes;Diversified;United States;;TRUE;M;Weaver;J. Wayne;;1935;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Drorit Wertheim;67;Israel;Bnei Atarot;Coca Cola Israel;Food & Beverage;Israel;;FALSE;F;Wertheim;Drorit;;1956;1;108,15;.395098666Trillions;63,4;104,9;82,8;23,1;25,3;9053300;31,046051;34,851612
2259;1200;Cameron Winklevoss;41;United States;New York;Cryptocurrency;Finance & Investments;United States;;TRUE;M;Winklevoss;Cameron;;1981;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Tyler Winklevoss;41;United States;New York;Cryptocurrency;Finance & Investments;United States;;TRUE;M;Winklevoss;Tyler;;1981;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Wu Chung-yi;67;Taiwan;Chang Hwa County;Manufacturing;Manufacturing;Taiwan;;FALSE;M;Wu;Chung-yi;;1955;7;;;;;;;;;;
2259;1200;Eugene Wu;77;Taiwan;Taipei;Finance;Finance & Investments;Taiwan;;FALSE;M;Wu;Eugene;;1945;5;;;;;;;;;;
2259;1200;Wu Yonghua;52;China;Xiamen;Apparel;Fashion & Retail;China;;TRUE;M;Wu;Yonghua;;1971;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Xia Xinde;58;China;Guangzhou;Batteries;Manufacturing;China;;TRUE;M;Xia;Xinde;;1964;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Wenbo Xiang;60;China;Changsha;Manufacturing;Manufacturing;China;;TRUE;M;Xiang;Wenbo;;1962;6;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Xu Jin;58;China;Huaibei city;Wine;Food & Beverage;China;;TRUE;M;Xu;Jin;;1965;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Xu Shijun & family;60;China;Nantong;Manufacturing;Manufacturing;China;;TRUE;M;Xu;Shijun;;1963;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Wanmao Xu;78;China;Ningbo;Education;Service;China;;TRUE;M;Xu;Wanmao;;1945;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Xu Yuejuan;61;China;Hangzhou;Petro Fibre;Manufacturing;China;;TRUE;F;Xu;Yuejuan;;1962;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Vadim Yakunin;60;Russia;Moscow;Pharmacy;Healthcare;Russia;;TRUE;M;Yakunin;Vadim;;1963;1;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
2259;1200;Yang Yunyun;46;China;Guangzhou;Retail;Fashion & Retail;China;;TRUE;F;Yang;Yunyun;;1977;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Matei Zaharia;37;United States;Berkeley;Data analytics;Technology;Romania;;TRUE;M;Zaharia;Matei;;1985;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2259;1200;Zan Shengda;60;China;Nantong;Diversified;Diversified;China;;TRUE;M;Zan;Shengda;;1963;4;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Zhang Xuezheng;47;China;Jiaxing;Telecom;Technology;China;;TRUE;M;Zhang;Xuezheng;;1975;6;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Zhang Yin;66;China;Dongguan;Paper manufacturing;Manufacturing;China;;TRUE;F;Zhang;Yin;;1957;2;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Ning Zhao;56;China;Shanghai;Pharmaceuticals;Healthcare;United States;;TRUE;F;Zhao;Ning;;1967;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Zhou Wen & family;58;China;Shanghai;Chemicals;Manufacturing;China;;TRUE;M;Zhou;Wen;;1965;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2259;1200;Zhu Xingliang;63;China;Suzhou;Construction;Construction & Engineering;China;;TRUE;M;Zhu;Xingliang;;1959;5;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Hari Krishan Agarwal;66;India;Delhi;Sports shoes;Fashion & Retail;India;;TRUE;M;Agarwal;Hari Krishan;;1956;4;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Farkhad Akhmedov;67;Russia;Moscow;Investments;Energy;Russia;;TRUE;M;Akhmedov;Farkhad;;1955;9;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
2405;1100;Prem Kumar Arora;84;;;Pharmaceuticals;Healthcare;India;;FALSE;M;Arora;Prem Kumar;;1938;9;;;;;;;;;;
2405;1100;Joseph Bae;51;United States;New York;Private equity;Finance & Investments;United States;;TRUE;M;Bae;Joseph;;1972;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Abigail Bennett;42;United States;Rochester;Liquor;Food & Beverage;United States;;FALSE;F;Bennett;Abigail;;1980;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Sara Blakely;52;United States;Atlanta;Spanx;Fashion & Retail;United States;Spanx;TRUE;F;Blakely;Sara;Founder;1971;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Lloyd Blankfein;68;United States;New York;Banking;Finance & Investments;United States;Goldman Sachs Group;TRUE;M;Blankfein;Lloyd;CEO;1954;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Henadiy Boholyubov;61;Ukraine;Dnipro;Banking, investments;Diversified;Ukraine;;TRUE;M;Boholyubov;Henadiy;;1962;1;281,66;.153781069Trillions;82,7;99;71,6;20,1;45,2;44385155;48,379433;31,16558
2405;1100;Stephane Bonvin;56;Switzerland;Lens;Real estate;Real Estate;Switzerland;;TRUE;M;Bonvin;Stephane;;1967;1;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
2405;1100;Oleg Boyko;58;Switzerland;Lipperswil;Diversified;Diversified;Russia;;TRUE;M;Boyko;Oleg;;1964;9;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
2405;1100;Ryan Breslow;28;United States;Miami;E-commerce software;Technology;United States;Bolt;TRUE;M;Breslow;Ryan;Cofounder;1994;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Thomas Bruch;72;Germany;St. Wendel;Retail;Fashion & Retail;Germany;;FALSE;M;Bruch;Thomas;;1950;4;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2405;1100;Marina Budiman;61;Indonesia;Jakarta;Data centers;Technology;Indonesia;;TRUE;F;Budiman;Marina;;1961;9;151,18;1.119190781Trillions;36,3;106,4;71,5;10,2;30,1;270203917;-0,789275;113,921327
2405;1100;Pradip Burman;80;India;Delhi;Consumer goods;Food & Beverage;India;;FALSE;M;Burman;Pradip;;1942;11;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Cai Hongbin;;China;Lianyungang;Pharmaceuticals;Healthcare;China;;TRUE;M;Cai;Hongbin;;;;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Cao Kejian;60;China;Quzhou;Air compressors;Manufacturing;China;;TRUE;M;Cao;Kejian;;1962;4;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Giuliana Caprotti;82;Italy;Milan;Supermarkets;Food & Beverage;Italy;;FALSE;F;Caprotti;Giuliana;;1940;11;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2405;1100;Marina Caprotti;45;Italy;Milan;Supermarkets;Food & Beverage;Italy;;FALSE;F;Caprotti;Marina;;1978;1;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2405;1100;Chang Jing;40;China;Beijing;Technology;Technology;China;;TRUE;M;Chang;Jing;;1982;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Chen Baohua;61;China;Linhai;Pharmaceutical;Healthcare;China;;TRUE;M;Chen;Baohua;;1962;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Gang Chen;55;China;Guangzhou;Solar energy;Energy;China;;TRUE;M;Chen;Gang;;1968;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Liying Chen;47;China;Shanghai;Package delivery;Logistics;China;;TRUE;F;Chen;Liying;;1975;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Tony Chen;73;Taiwan;Taichung;Electronics;Technology;Taiwan;;TRUE;M;Chen;Tony;;1949;7;;;;;;;;;;
2405;1100;Chen Xueling;55;China;Shantou;Stationery;Manufacturing;China;;TRUE;F;Chen;Xueling;;1967;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Cheng Lili;58;China;Changzhou;Poultry breeding;Food & Beverage;China;;TRUE;M;Cheng;Lili;;1965;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Cho Jyh-jer;;;;Semiconductors;Technology;Taiwan;;TRUE;M;Cho;Jyh-jer;;;;;;;;;;;;;
2405;1100;Weili Dai;61;United States;Las Vegas;Semiconductors;Technology;United States;Marvell Technology Group Ltd.;TRUE;F;Dai;Weili;Cofounder-President;1961;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Carmen Daurella Aguilera;;Spain;Barcelona;Coca-Cola bottler;Food & Beverage;Spain;;FALSE;F;Daurella Aguilera;Carmen;;;;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
2405;1100;Deng Yingzhong;72;China;Zhongshan;Paper;Manufacturing;China;;TRUE;M;Deng;Yingzhong;;1951;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Shlomo Eliahu;87;Israel;Tel Aviv;Insurance;Finance & Investments;Israel;;TRUE;M;Eliahu;Shlomo;;1936;1;108,15;.395098666Trillions;63,4;104,9;82,8;23,1;25,3;9053300;31,046051;34,851612
2405;1100;Henry Engelhardt;65;United Kingdom;Cardiff;Insurance;Finance & Investments;United States;Admiral Group ;TRUE;M;Engelhardt;Henry;Chief Executive Officer;1958;1;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2405;1100;Gabriel Escarrer;88;Spain;Palma de Majorca;Hotels;Service;Spain;;TRUE;M;Escarrer;Gabriel;;1935;3;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
2405;1100;Daniel Feffer;63;Brazil;São Paulo;Pulp and paper;Manufacturing;Brazil;;FALSE;M;Feffer;Daniel;;1959;10;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
2405;1100;Ruben Feffer;53;Brazil;São Paulo;Pulp and paper;Manufacturing;Brazil;;FALSE;M;Feffer;Ruben;;;;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
2405;1100;Gleb Fetisov;56;Cyprus;Limassol;Investments;Telecom;Russia;;TRUE;M;Fetisov;Gleb;;1966;6;102,51;.024564648Trillions;75,9;99,3;80,8;24,5;22,4;1198575;35,126413;33,429859
2405;1100;Paul Fireman;79;United States;Brookline;Reebok;Fashion & Retail;United States;;TRUE;M;Fireman;Paul;;1944;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Robert Fisher;69;United States;San Francisco;Gap;Fashion & Retail;United States;Gap Inc.;FALSE;M;Fisher;Robert;Chairman of the Board;1953;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Bernd Freier;66;Germany;Rottendorf;Fashion retail;Fashion & Retail;Germany;;TRUE;M;Freier;Bernd;;1957;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2405;1100;Donald Friese;82;United States;Los Angeles;Manufacturing;Manufacturing;United States;;TRUE;M;Friese;Donald;;1940;10;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Gan Zhongru;74;China;Beijing;Pharmaceuticals;Healthcare;China;;TRUE;M;Gan;Zhongru;;1948;7;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Rahul Gautam;70;India;Delhi;Mattresses;Fashion & Retail;India;;FALSE;M;Gautam;Rahul;;1952;11;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;David Golub;60;United States;New York;Private equity;Finance & Investments;United States;;TRUE;M;Golub;David;Investor;1962;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Pavel Golubkov;47;Russia;Moscow;Building, development;Real Estate;Russia;;TRUE;M;Golubkov;Pavel;;1976;3;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
2405;1100;Cristina Green;;United Kingdom;London;Fashion retail;Fashion & Retail;United Kingdom;;TRUE;F;Green;Cristina;;;;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2405;1100;Philip Green;;United Kingdom;London;Fashion retail;Fashion & Retail;United Kingdom;;TRUE;M;Green;Philip;;;;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
